,Dom_Ext,CLB_Nb_jours,ADV_Nb_jours,Écart_Série_vic,Écart_Série_vic_5,Écart_Série_vic_3,Écart_Série_vic_1,Écart_Buts_diff,Écart_Buts_diff_5,Écart_Buts_diff_3,Écart_Buts_diff_1,Écart_Buts_pour,Écart_Buts_pour_5,Écart_Buts_pour_3,Écart_Buts_pour_1,Écart_Buts_contre,Écart_Buts_contre_5,Écart_Buts_contre_3,Écart_Buts_contre_1,Écart_Activité_att_5,Écart_Activité_att_3,Écart_Activité_att_1,Écart_Activité_def_5,Écart_Activité_def_3,Écart_Activité_def_1,Écart_Arrêts_5,Écart_Arrêts_3,Écart_Arrêts_1,Écart_Fautes_5,Écart_Fautes_3,Écart_Fautes_1,Écart_Passes_5,Écart_Passes_3,Écart_Passes_1,Écart_Tirs_5,Écart_Tirs_3,Écart_Tirs_1,[Résultat],[CLB_Buts],[ADV_Buts]
945,0.0,5.0,6.0,-2.0,-2.0,-1.0,-1.0,-5,-4,0,-2,0,2,1,0,-5,-6,-1,-2,89.0,75.0,58.0,-372.0,-119.0,-83.0,1.0,-6.0,-2.0,-12.0,-8.0,-5.0,-11.0,-5.0,-2.0,7.0,16.0,15.0,1.0,2,0
946,1.0,27.0,27.0,2.0,2.0,0.0,-1.0,5,3,-2,-4,4,4,3,0,1,-1,-5,-4,71.0,57.0,0.0,-41.0,108.0,107.0,-7.0,-3.0,0.0,-11.0,-9.0,-6.0,13.0,7.0,6.0,19.0,10.0,-5.0,1.0,2,1
947,0.0,27.0,27.0,-2.0,-2.0,0.0,1.0,-5,-3,2,4,-4,-4,-3,0,-1,1,5,4,-71.0,-57.0,0.0,41.0,-108.0,-107.0,7.0,3.0,0.0,11.0,9.0,6.0,-13.0,-7.0,-6.0,-19.0,-10.0,5.0,0.0,1,2
948,1.0,7.0,7.0,-3.0,-1.0,-1.0,0.0,-22,-10,-7,-1,-10,-2,0,1,-12,-8,-7,-2,505.0,396.0,188.0,-548.0,-338.0,-205.0,6.0,4.0,3.0,12.0,7.0,2.0,-16.0,-12.0,0.0,-20.0,-19.0,-14.0,1.0,2,1
949,0.0,7.0,7.0,3.0,1.0,1.0,0.0,22,10,7,1,10,2,0,-1,12,8,7,2,-505.0,-396.0,-188.0,548.0,338.0,205.0,-6.0,-4.0,-3.0,-12.0,-7.0,-2.0,16.0,12.0,0.0,20.0,19.0,14.0,0.0,1,2
950,1.0,7.0,21.0,2.0,0.0,0.0,0.0,-2,-1,4,3,6,2,2,1,-8,-3,2,2,-100.0,-33.0,17.0,114.0,90.0,114.0,5.0,3.0,3.0,0.0,-6.0,-3.0,11.0,17.0,8.0,-7.0,-6.0,-6.0,1.0,3,0
951,0.0,21.0,7.0,-2.0,0.0,0.0,0.0,2,1,-4,-3,-6,-2,-2,-1,8,3,-2,-2,100.0,33.0,-17.0,-114.0,-90.0,-114.0,-5.0,-3.0,-3.0,0.0,6.0,3.0,-11.0,-17.0,-8.0,7.0,6.0,6.0,0.0,0,3
952,1.0,7.0,21.0,0.0,1.0,0.0,1.0,0,4,1,3,0,4,1,2,0,0,0,1,-445.0,-299.0,-145.0,-85.0,-13.0,84.0,-1.0,-4.0,-1.0,4.0,5.0,4.0,-12.0,-17.0,-9.0,5.0,6.0,14.0,1.0,3,1
953,0.0,21.0,7.0,0.0,-1.0,0.0,-1.0,0,-4,-1,-3,0,-4,-1,-2,0,0,0,-1,445.0,299.0,145.0,85.0,13.0,-84.0,1.0,4.0,1.0,-4.0,-5.0,-4.0,12.0,17.0,9.0,-5.0,-6.0,-14.0,0.0,1,3
954,1.0,20.0,5.0,-3.0,-2.0,-2.0,-1.0,-16,-9,-9,-6,-3,-2,-3,-3,-13,-7,-6,-3,11.0,-23.0,-22.0,-172.0,-62.0,-61.0,-1.0,1.0,3.0,4.0,4.0,4.0,-8.0,1.0,-1.0,2.0,7.0,6.0,0.0,0,2
955,0.0,5.0,20.0,3.0,2.0,2.0,1.0,16,9,9,6,3,2,3,3,13,7,6,3,-11.0,23.0,22.0,172.0,62.0,61.0,1.0,-1.0,-3.0,-4.0,-4.0,-4.0,8.0,-1.0,1.0,-2.0,-7.0,-6.0,1.0,2,0
956,1.0,20.0,22.0,2.0,1.0,1.0,0.0,-3,-1,-2,-4,-2,-3,1,0,-1,2,-3,-4,-345.0,-191.0,-93.0,254.0,123.0,26.0,7.0,7.0,6.0,-1.0,-1.0,0.0,-10.0,-11.0,-4.0,2.0,3.0,0.0,1.0,1,0
957,0.0,22.0,20.0,-2.0,-1.0,-1.0,0.0,3,1,2,4,2,3,-1,0,1,-2,3,4,345.0,191.0,93.0,-254.0,-123.0,-26.0,-7.0,-7.0,-6.0,1.0,1.0,0.0,10.0,11.0,4.0,-2.0,-3.0,0.0,0.0,0,1
958,1.0,28.0,5.0,1.0,1.0,0.0,0.0,8,2,0,2,-3,-2,-3,0,11,4,3,2,-441.0,-313.0,-111.0,127.0,-50.0,-89.0,-1.0,3.0,0.0,0.0,0.0,2.0,-19.0,-9.0,-8.0,8.0,11.0,8.0,1.0,3,0
959,0.0,5.0,28.0,-1.0,-1.0,0.0,0.0,-8,-2,0,-2,3,2,3,0,-11,-4,-3,-2,441.0,313.0,111.0,-127.0,50.0,89.0,1.0,-3.0,0.0,0.0,0.0,-2.0,19.0,9.0,8.0,-8.0,-11.0,-8.0,0.0,0,3
960,1.0,6.0,21.0,-3.0,-3.0,-2.0,0.0,-11,-8,-5,1,-5,-1,-1,1,-6,-7,-4,0,-184.0,-126.0,-21.0,-14.0,154.0,-45.0,-5.0,-1.0,3.0,-2.0,4.0,-2.0,4.0,10.0,0.0,1.0,3.0,0.0,0.0,0,5
961,0.0,21.0,6.0,3.0,3.0,2.0,0.0,11,8,5,-1,5,1,1,-1,6,7,4,0,184.0,126.0,21.0,14.0,-154.0,45.0,5.0,1.0,-3.0,2.0,-4.0,2.0,-4.0,-10.0,0.0,-1.0,-3.0,0.0,1.0,5,0
962,1.0,6.0,6.0,-5.0,-2.0,-1.0,0.0,-25,-7,-3,-1,-11,-6,-3,-1,-14,-1,0,0,378.0,199.0,15.0,-319.0,-322.0,-142.0,2.0,8.0,4.0,-5.0,-3.0,-1.0,-11.0,-15.0,-5.0,-8.0,-7.0,-6.0,0.0,1,3
963,0.0,6.0,6.0,5.0,2.0,1.0,0.0,25,7,3,1,11,6,3,1,14,1,0,0,-378.0,-199.0,-15.0,319.0,322.0,142.0,-2.0,-8.0,-4.0,5.0,3.0,1.0,11.0,15.0,5.0,8.0,7.0,6.0,1.0,3,1
964,1.0,8.0,21.0,0.0,-1.0,0.0,-1.0,7,-1,1,-4,-2,-5,-4,-3,9,4,5,-1,-412.0,-240.0,-78.0,269.0,238.0,64.0,-1.0,-5.0,3.0,4.0,4.0,0.0,8.0,5.0,-3.0,-7.0,16.0,-7.0,1.0,4,1
965,0.0,21.0,8.0,0.0,1.0,0.0,1.0,-7,1,-1,4,2,5,4,3,-9,-4,-5,1,412.0,240.0,78.0,-269.0,-238.0,-64.0,1.0,5.0,-3.0,-4.0,-4.0,0.0,-8.0,-5.0,3.0,7.0,-16.0,7.0,0.0,1,4
966,1.0,21.0,21.0,-3.0,-3.0,-2.0,0.0,-22,-18,-15,-4,-11,-11,-10,-4,-11,-7,-5,0,-218.0,-304.0,-42.0,89.0,-112.0,-8.0,2.0,5.0,3.0,0.0,-1.0,0.0,-13.0,-8.0,-6.0,6.0,12.0,8.0,0.0,0,5
967,0.0,21.0,21.0,3.0,3.0,2.0,0.0,22,18,15,4,11,11,10,4,11,7,5,0,218.0,304.0,42.0,-89.0,112.0,8.0,-2.0,-5.0,-3.0,0.0,1.0,0.0,13.0,8.0,6.0,-6.0,-12.0,-8.0,1.0,5,0
968,1.0,8.0,8.0,-2.0,0.0,0.0,0.0,-6,-5,-2,0,-13,-7,-5,0,7,2,3,0,-322.0,-189.0,-49.0,-1100.0,-582.0,-129.0,13.0,3.0,-3.0,-5.0,-4.0,-4.0,-46.0,-31.0,-14.0,-23.0,-4.0,1.0,0.0,0,1
969,0.0,8.0,8.0,2.0,0.0,0.0,0.0,6,5,2,0,13,7,5,0,-7,-2,-3,0,322.0,189.0,49.0,1100.0,582.0,129.0,-13.0,-3.0,3.0,5.0,4.0,4.0,46.0,31.0,14.0,23.0,4.0,-1.0,1.0,1,0
970,1.0,7.0,8.0,-7.0,-3.0,-1.0,-1.0,-30,-12,-3,-2,-16,-6,-5,-2,-14,-6,2,0,-585.0,-277.0,-61.0,-757.0,-462.0,28.0,3.0,2.0,0.0,5.0,5.0,1.0,-26.0,-20.0,-7.0,-29.0,-20.0,-4.0,0.0,0,1
971,0.0,8.0,7.0,7.0,3.0,1.0,1.0,30,12,3,2,16,6,5,2,14,6,-2,0,585.0,277.0,61.0,757.0,462.0,-28.0,-3.0,-2.0,0.0,-5.0,-5.0,-1.0,26.0,20.0,7.0,29.0,20.0,4.0,1.0,1,0
972,1.0,7.0,21.0,-2.0,-2.0,0.0,-1.0,-16,-6,-1,-5,-4,-5,-2,-3,-12,-1,1,-2,-207.0,-153.0,-1.0,794.0,600.0,203.0,-13.0,-9.0,-3.0,-6.0,-4.0,-2.0,-17.0,2.0,-1.0,-8.0,-3.0,0.0,1.0,3,0
973,0.0,21.0,7.0,2.0,2.0,0.0,1.0,16,6,1,5,4,5,2,3,12,1,-1,2,207.0,153.0,1.0,-794.0,-600.0,-203.0,13.0,9.0,3.0,6.0,4.0,2.0,17.0,-2.0,1.0,8.0,3.0,0.0,0.0,0,3
974,1.0,8.0,8.0,-5.0,-3.0,-2.0,-1.0,-38,-19,-12,-6,-27,-13,-7,-2,-11,-6,-5,-4,54.0,102.0,54.0,-206.0,-62.0,70.0,9.0,7.0,1.0,4.0,0.0,1.0,-62.0,-38.0,-10.0,-19.0,-10.0,0.0,0.0,1,2
975,0.0,8.0,8.0,5.0,3.0,2.0,1.0,38,19,12,6,27,13,7,2,11,6,5,4,-54.0,-102.0,-54.0,206.0,62.0,-70.0,-9.0,-7.0,-1.0,-4.0,0.0,-1.0,62.0,38.0,10.0,19.0,10.0,0.0,1.0,2,1
976,1.0,21.0,22.0,3.0,3.0,2.0,1.0,17,18,13,11,9,9,7,5,8,9,6,6,602.0,376.0,164.0,181.0,97.0,124.0,9.0,14.0,-1.0,0.0,1.0,2.0,10.0,8.0,17.0,19.0,13.0,27.0,1.0,1,0
977,0.0,22.0,21.0,-3.0,-3.0,-2.0,-1.0,-17,-18,-13,-11,-9,-9,-7,-5,-8,-9,-6,-6,-602.0,-376.0,-164.0,-181.0,-97.0,-124.0,-9.0,-14.0,1.0,0.0,-1.0,-2.0,-10.0,-8.0,-17.0,-19.0,-13.0,-27.0,0.0,0,1
978,1.0,8.0,8.0,-3.0,-2.0,-1.0,0.0,-16,-4,-2,1,-4,-3,-3,-2,-12,-1,1,3,8.0,75.0,6.0,-61.0,-167.0,28.0,10.0,1.0,1.0,-1.0,1.0,3.0,-6.0,-16.0,-6.0,-6.0,-16.0,-14.0,0.0,0,2
979,0.0,8.0,8.0,3.0,2.0,1.0,0.0,16,4,2,-1,4,3,3,2,12,1,-1,-3,-8.0,-75.0,-6.0,61.0,167.0,-28.0,-10.0,-1.0,-1.0,1.0,-1.0,-3.0,6.0,16.0,6.0,6.0,16.0,14.0,1.0,2,0
980,1.0,21.0,8.0,-1.0,2.0,1.0,0.0,5,10,6,1,4,6,3,0,1,4,3,1,34.0,-15.0,-20.0,180.0,55.0,72.0,3.0,5.0,-1.0,-13.0,-10.0,-3.0,-3.0,4.0,4.0,22.0,11.0,-4.0,0.0,2,3
981,0.0,8.0,21.0,1.0,-2.0,-1.0,0.0,-5,-10,-6,-1,-4,-6,-3,0,-1,-4,-3,-1,-34.0,15.0,20.0,-180.0,-55.0,-72.0,-3.0,-5.0,1.0,13.0,10.0,3.0,3.0,-4.0,-4.0,-22.0,-11.0,4.0,1.0,3,2
982,1.0,7.0,7.0,7.0,2.0,0.0,0.0,36,14,1,0,27,11,1,2,9,3,0,-2,-332.0,-301.0,-134.0,366.0,143.0,-89.0,-8.0,-8.0,-4.0,3.0,-4.0,1.0,23.0,14.0,-1.0,12.0,0.0,-9.0,1.0,3,0
983,0.0,7.0,7.0,-7.0,-2.0,0.0,0.0,-36,-14,-1,0,-27,-11,-1,-2,-9,-3,0,2,332.0,301.0,134.0,-366.0,-143.0,89.0,8.0,8.0,4.0,-3.0,4.0,-1.0,-23.0,-14.0,1.0,-12.0,0.0,9.0,0.0,0,3
984,1.0,22.0,8.0,-2.0,-1.0,0.0,0.0,-12,-3,-1,3,-8,-4,-2,2,-4,1,1,1,-274.0,-108.0,-48.0,-727.0,-427.0,-118.0,3.0,4.0,3.0,13.0,6.0,0.0,-23.0,-17.0,-13.0,-14.0,-6.0,-3.0,0.0,1,2
985,0.0,8.0,22.0,2.0,1.0,0.0,0.0,12,3,1,-3,8,4,2,-2,4,-1,-1,-1,274.0,108.0,48.0,727.0,427.0,118.0,-3.0,-4.0,-3.0,-13.0,-6.0,0.0,23.0,17.0,13.0,14.0,6.0,3.0,1.0,2,1
986,1.0,8.0,8.0,4.0,2.0,1.0,0.0,28,9,6,-1,8,2,1,-1,20,7,5,0,208.0,87.0,-47.0,154.0,296.0,49.0,-6.0,-7.0,-2.0,-3.0,1.0,-3.0,41.0,18.0,2.0,8.0,1.0,-8.0,1.0,1,0
987,0.0,8.0,8.0,-4.0,-2.0,-1.0,0.0,-28,-9,-6,1,-8,-2,-1,1,-20,-7,-5,0,-208.0,-87.0,47.0,-154.0,-296.0,-49.0,6.0,7.0,2.0,3.0,-1.0,3.0,-41.0,-18.0,-2.0,-8.0,-1.0,8.0,0.0,0,1
988,1.0,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-11,-7,-5,-5,-8,-7,-6,-4,-3,0,1,-1,150.0,118.0,7.0,-282.0,-103.0,-39.0,3.0,-1.0,-2.0,-3.0,2.0,1.0,-9.0,1.0,-3.0,-10.0,-7.0,0.0,1.0,1,0
989,0.0,9.0,8.0,1.0,1.0,1.0,1.0,11,7,5,5,8,7,6,4,3,0,-1,1,-150.0,-118.0,-7.0,282.0,103.0,39.0,-3.0,1.0,2.0,3.0,-2.0,-1.0,9.0,-1.0,3.0,10.0,7.0,0.0,0.0,0,1
990,1.0,3.0,3.0,0.0,-1.0,1.0,0.0,2,-1,3,0,-4,-3,0,-1,6,2,3,1,155.0,89.0,-30.0,-182.0,-200.0,-50.0,10.0,2.0,4.0,-17.0,-12.0,-5.0,5.0,2.0,-5.0,-12.0,-8.0,-10.0,1.0,2,1
991,0.0,3.0,3.0,0.0,1.0,-1.0,0.0,-2,1,-3,0,4,3,0,1,-6,-2,-3,-1,-155.0,-89.0,30.0,182.0,200.0,50.0,-10.0,-2.0,-4.0,17.0,12.0,5.0,-5.0,-2.0,5.0,12.0,8.0,10.0,0.0,1,2
992,1.0,10.0,10.0,-4.0,-1.0,0.0,0.0,-11,-2,1,0,-6,1,3,0,-5,-3,-2,0,-89.0,-44.0,-34.0,-549.0,-281.0,-186.0,-2.0,0.0,1.0,1.0,0.0,-2.0,-30.0,-9.0,2.0,-7.0,4.0,1.0,1.0,2,1
993,0.0,10.0,10.0,4.0,1.0,0.0,0.0,11,2,-1,0,6,-1,-3,0,5,3,2,0,89.0,44.0,34.0,549.0,281.0,186.0,2.0,0.0,-1.0,-1.0,0.0,2.0,30.0,9.0,-2.0,7.0,-4.0,-1.0,0.0,1,2
994,1.0,3.0,11.0,-1.0,-1.0,0.0,0.0,1,-2,4,1,-1,-3,-1,-1,2,1,5,2,451.0,265.0,169.0,-350.0,-44.0,37.0,-5.0,-5.0,-2.0,-8.0,-6.0,0.0,-4.0,0.0,-4.0,-31.0,-14.0,0.0,1.0,3,0
995,0.0,11.0,3.0,1.0,1.0,0.0,0.0,-1,2,-4,-1,1,3,1,1,-2,-1,-5,-2,-451.0,-265.0,-169.0,350.0,44.0,-37.0,5.0,5.0,2.0,8.0,6.0,0.0,4.0,0.0,4.0,31.0,14.0,0.0,0.0,0,3
996,1.0,3.0,3.0,-2.0,0.0,0.0,0.0,-18,0,1,2,-7,4,2,2,-11,-4,-1,0,-131.0,-130.0,-88.0,-12.0,74.0,4.0,4.0,-1.0,1.0,0.0,0.0,-1.0,-23.0,1.0,-1.0,-15.0,-14.0,-11.0,0.0,2,4
997,0.0,3.0,3.0,2.0,0.0,0.0,0.0,18,0,-1,-2,7,-4,-2,-2,11,4,1,0,131.0,130.0,88.0,12.0,-74.0,-4.0,-4.0,1.0,-1.0,0.0,0.0,1.0,23.0,-1.0,1.0,15.0,14.0,11.0,1.0,4,2
998,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3,7,5,3,0,2,2,1,3,5,3,2,308.0,334.0,199.0,-230.0,-61.0,-62.0,-2.0,-3.0,-1.0,6.0,4.0,1.0,2.0,12.0,4.0,-12.0,-13.0,-5.0,0.0,1,2
999,0.0,3.0,4.0,0.0,-1.0,0.0,0.0,-3,-7,-5,-3,0,-2,-2,-1,-3,-5,-3,-2,-308.0,-334.0,-199.0,230.0,61.0,62.0,2.0,3.0,1.0,-6.0,-4.0,-1.0,-2.0,-12.0,-4.0,12.0,13.0,5.0,1.0,2,1
1000,1.0,4.0,3.0,-2.0,-1.0,-1.0,0.0,-23,-11,-10,0,-22,-7,-5,0,-1,-4,-5,0,149.0,127.0,31.0,216.0,-37.0,23.0,-4.0,0.0,-1.0,-5.0,0.0,3.0,-6.0,6.0,2.0,-14.0,-10.0,-4.0,1.0,1,0
1001,0.0,3.0,4.0,2.0,1.0,1.0,0.0,23,11,10,0,22,7,5,0,1,4,5,0,-149.0,-127.0,-31.0,-216.0,37.0,-23.0,4.0,0.0,1.0,5.0,0.0,-3.0,6.0,-6.0,-2.0,14.0,10.0,4.0,0.0,0,1
1002,1.0,4.0,3.0,-7.0,-5.0,-3.0,-1.0,-31,-21,-14,-3,-16,-11,-7,-1,-15,-10,-7,-2,-406.0,-236.0,37.0,-192.0,-177.0,-60.0,-8.0,-3.0,-1.0,-5.0,-5.0,-4.0,-29.0,-18.0,-4.0,-25.0,-13.0,1.0,0.0,0,3
1003,0.0,3.0,4.0,7.0,5.0,3.0,1.0,31,21,14,3,16,11,7,1,15,10,7,2,406.0,236.0,-37.0,192.0,177.0,60.0,8.0,3.0,1.0,5.0,5.0,4.0,29.0,18.0,4.0,25.0,13.0,-1.0,1.0,3,0
1004,1.0,3.0,4.0,5.0,3.0,2.0,1.0,32,20,16,8,19,14,9,5,13,6,7,3,-173.0,-104.0,-27.0,219.0,72.0,-25.0,3.0,3.0,0.0,-7.0,-6.0,-3.0,6.0,-4.0,-2.0,4.0,-1.0,0.0,0.0,1,2
1005,0.0,4.0,3.0,-5.0,-3.0,-2.0,-1.0,-32,-20,-16,-8,-19,-14,-9,-5,-13,-6,-7,-3,173.0,104.0,27.0,-219.0,-72.0,25.0,-3.0,-3.0,0.0,7.0,6.0,3.0,-6.0,4.0,2.0,-4.0,1.0,0.0,1.0,2,1
1006,1.0,4.0,4.0,-3.0,-3.0,-2.0,-1.0,-5,-11,-10,-4,-8,-4,-4,-2,3,-7,-6,-2,414.0,281.0,198.0,102.0,160.0,87.0,4.0,0.0,1.0,1.0,-2.0,-2.0,-14.0,-8.0,0.0,5.0,1.0,-12.0,0.0,1,2
1007,0.0,4.0,4.0,3.0,3.0,2.0,1.0,5,11,10,4,8,4,4,2,-3,7,6,2,-414.0,-281.0,-198.0,-102.0,-160.0,-87.0,-4.0,0.0,-1.0,-1.0,2.0,2.0,14.0,8.0,0.0,-5.0,-1.0,12.0,1.0,2,1
1008,1.0,11.0,11.0,6.0,3.0,3.0,1.0,20,10,10,6,17,8,5,4,3,2,5,2,287.0,206.0,21.0,560.0,412.0,117.0,-6.0,-8.0,-5.0,6.0,2.0,-2.0,14.0,15.0,-2.0,16.0,10.0,0.0,1.0,1,0
1009,0.0,11.0,11.0,-6.0,-3.0,-3.0,-1.0,-20,-10,-10,-6,-17,-8,-5,-4,-3,-2,-5,-2,-287.0,-206.0,-21.0,-560.0,-412.0,-117.0,6.0,8.0,5.0,-6.0,-2.0,2.0,-14.0,-15.0,2.0,-16.0,-10.0,0.0,0.0,0,1
1010,1.0,11.0,3.0,-1.0,0.0,0.0,1.0,-4,4,2,5,3,3,2,4,-7,1,0,1,134.0,97.0,50.0,342.0,246.0,5.0,3.0,6.0,2.0,-1.0,-1.0,-1.0,11.0,13.0,4.0,-14.0,-5.0,4.0,0.0,1,2
1011,0.0,3.0,11.0,1.0,0.0,0.0,-1.0,4,-4,-2,-5,-3,-3,-2,-4,7,-1,0,-1,-134.0,-97.0,-50.0,-342.0,-246.0,-5.0,-3.0,-6.0,-2.0,1.0,1.0,1.0,-11.0,-13.0,-4.0,14.0,5.0,-4.0,1.0,2,1
1012,1.0,3.0,3.0,4.0,2.0,2.0,1.0,19,12,8,2,14,7,3,0,5,5,5,2,151.0,99.0,76.0,1014.0,562.0,351.0,-5.0,1.0,0.0,-4.0,-1.0,-2.0,55.0,42.0,14.0,14.0,19.0,-4.0,1.0,5,0
1013,0.0,3.0,3.0,-4.0,-2.0,-2.0,-1.0,-19,-12,-8,-2,-14,-7,-3,0,-5,-5,-5,-2,-151.0,-99.0,-76.0,-1014.0,-562.0,-351.0,5.0,-1.0,0.0,4.0,1.0,2.0,-55.0,-42.0,-14.0,-14.0,-19.0,4.0,0.0,0,5
1014,1.0,3.0,4.0,7.0,3.0,1.0,0.0,37,15,5,-2,30,9,4,-1,7,6,1,-1,201.0,131.0,130.0,413.0,214.0,127.0,-9.0,-7.0,-3.0,-3.0,1.0,0.0,39.0,30.0,17.0,10.0,0.0,-7.0,1.0,2,0
1015,0.0,4.0,3.0,-7.0,-3.0,-1.0,0.0,-37,-15,-5,2,-30,-9,-4,1,-7,-6,-1,1,-201.0,-131.0,-130.0,-413.0,-214.0,-127.0,9.0,7.0,3.0,3.0,-1.0,0.0,-39.0,-30.0,-17.0,-10.0,0.0,7.0,0.0,0,2
1016,1.0,4.0,11.0,-4.0,-3.0,-3.0,-1.0,-18,-17,-16,-4,-11,-8,-6,-2,-7,-9,-10,-2,-343.0,-246.0,-150.0,-657.0,-358.0,-83.0,6.0,11.0,2.0,5.0,0.0,0.0,-49.0,-35.0,-12.0,4.0,-18.0,-17.0,0.0,0,3
1017,0.0,11.0,4.0,4.0,3.0,3.0,1.0,18,17,16,4,11,8,6,2,7,9,10,2,343.0,246.0,150.0,657.0,358.0,83.0,-6.0,-11.0,-2.0,-5.0,0.0,0.0,49.0,35.0,12.0,-4.0,18.0,17.0,1.0,3,0
1018,1.0,3.0,3.0,6.0,3.0,2.0,0.0,32,13,5,-2,26,11,3,-2,6,2,2,0,186.0,170.0,64.0,-148.0,-83.0,-88.0,-10.0,-3.0,-1.0,6.0,6.0,6.0,48.0,29.0,10.0,-16.0,-28.0,-14.0,1.0,2,1
1019,0.0,3.0,3.0,-6.0,-3.0,-2.0,0.0,-32,-13,-5,2,-26,-11,-3,2,-6,-2,-2,0,-186.0,-170.0,-64.0,148.0,83.0,88.0,10.0,3.0,1.0,-6.0,-6.0,-6.0,-48.0,-29.0,-10.0,16.0,28.0,14.0,0.0,1,2
1020,1.0,13.0,6.0,8.0,4.0,2.0,1.0,26,11,7,2,14,5,4,1,12,6,3,1,436.0,225.0,86.0,59.0,-46.0,-38.0,-1.0,0.0,-1.0,-5.0,-4.0,-1.0,41.0,22.0,-1.0,23.0,18.0,10.0,1.0,3,1
1021,0.0,6.0,13.0,-8.0,-4.0,-2.0,-1.0,-26,-11,-7,-2,-14,-5,-4,-1,-12,-6,-3,-1,-436.0,-225.0,-86.0,-59.0,46.0,38.0,1.0,0.0,1.0,5.0,4.0,1.0,-41.0,-22.0,1.0,-23.0,-18.0,-10.0,0.0,1,3
1022,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0,-2,1,-2,-3,-3,-1,-2,3,1,2,0,193.0,59.0,-7.0,139.0,-116.0,-189.0,6.0,4.0,1.0,2.0,3.0,2.0,2.0,8.0,-8.0,-12.0,0.0,-16.0,0.0,0,1
1023,0.0,5.0,5.0,-1.0,-1.0,-1.0,0.0,0,2,-1,2,3,3,1,2,-3,-1,-2,0,-193.0,-59.0,7.0,-139.0,116.0,189.0,-6.0,-4.0,-1.0,-2.0,-3.0,-2.0,-2.0,-8.0,8.0,12.0,0.0,16.0,1.0,1,0
1024,1.0,3.0,3.0,0.0,2.0,1.0,-1.0,-4,5,2,-4,2,5,4,-2,-6,0,-2,-2,-812.0,-444.0,-119.0,540.0,439.0,211.0,-3.0,0.0,-2.0,10.0,8.0,-3.0,-9.0,1.0,1.0,8.0,13.0,-11.0,1.0,3,2
1025,0.0,3.0,3.0,0.0,-2.0,-1.0,1.0,4,-5,-2,4,-2,-5,-4,2,6,0,2,2,812.0,444.0,119.0,-540.0,-439.0,-211.0,3.0,0.0,2.0,-10.0,-8.0,3.0,9.0,-1.0,-1.0,-8.0,-13.0,11.0,0.0,2,3
1026,1.0,3.0,7.0,5.0,4.0,3.0,1.0,20,16,13,4,16,9,5,1,4,7,8,3,300.0,86.0,-5.0,533.0,420.0,102.0,-5.0,-5.0,-1.0,9.0,4.0,-1.0,35.0,17.0,4.0,18.0,13.0,9.0,1.0,3,1
1027,0.0,7.0,3.0,-5.0,-4.0,-3.0,-1.0,-20,-16,-13,-4,-16,-9,-5,-1,-4,-7,-8,-3,-300.0,-86.0,5.0,-533.0,-420.0,-102.0,5.0,5.0,1.0,-9.0,-4.0,1.0,-35.0,-17.0,-4.0,-18.0,-13.0,-9.0,0.0,1,3
1028,1.0,6.0,7.0,-3.0,-2.0,-1.0,-1.0,-4,-4,-3,-5,-4,0,0,-2,0,-4,-3,-3,17.0,51.0,46.0,-140.0,-95.0,-111.0,3.0,3.0,2.0,2.0,2.0,-1.0,0.0,7.0,-1.0,-10.0,-7.0,-13.0,1.0,4,0
1029,0.0,7.0,6.0,3.0,2.0,1.0,1.0,4,4,3,5,4,0,0,2,0,4,3,3,-17.0,-51.0,-46.0,140.0,95.0,111.0,-3.0,-3.0,-2.0,-2.0,-2.0,1.0,0.0,-7.0,1.0,10.0,7.0,13.0,0.0,0,4
1030,1.0,7.0,15.0,-4.0,-2.0,-1.0,-1.0,-5,-6,-1,-3,-6,-3,-1,-2,1,-3,0,-1,-173.0,-98.0,-7.0,-82.0,-102.0,46.0,4.0,0.0,-2.0,-2.0,-3.0,-3.0,6.0,2.0,7.0,-3.0,-7.0,-7.0,1.0,1,0
1031,0.0,15.0,7.0,4.0,2.0,1.0,1.0,5,6,1,3,6,3,1,2,-1,3,0,1,173.0,98.0,7.0,82.0,102.0,-46.0,-4.0,0.0,2.0,2.0,3.0,3.0,-6.0,-2.0,-7.0,3.0,7.0,7.0,0.0,0,1
1032,1.0,7.0,7.0,-1.0,1.0,-1.0,-1.0,-8,1,-3,-2,-2,-1,-3,-1,-6,2,0,-1,20.0,19.0,3.0,128.0,137.0,-48.0,-7.0,1.0,2.0,13.0,5.0,-1.0,9.0,7.0,2.0,-17.0,-10.0,-16.0,0.0,1,3
1033,0.0,7.0,7.0,1.0,-1.0,1.0,1.0,8,-1,3,2,2,1,3,1,6,-2,0,1,-20.0,-19.0,-3.0,-128.0,-137.0,48.0,7.0,-1.0,-2.0,-13.0,-5.0,1.0,-9.0,-7.0,-2.0,17.0,10.0,16.0,1.0,3,1
1034,1.0,7.0,13.0,4.0,2.0,1.0,0.0,21,10,7,3,14,2,2,1,7,8,5,2,-292.0,-73.0,40.0,478.0,257.0,114.0,-6.0,-4.0,-3.0,-10.0,-3.0,0.0,29.0,4.0,4.0,14.0,5.0,0.0,1.0,3,1
