,Dom_Ext,CLB_Nb_jours,ADV_Nb_jours,Écart_Série_vic,Écart_Série_vic_5,Écart_Série_vic_3,Écart_Série_vic_1,Écart_Buts_diff,Écart_Buts_diff_5,Écart_Buts_diff_3,Écart_Buts_diff_1,Écart_Buts_pour,Écart_Buts_pour_5,Écart_Buts_pour_3,Écart_Buts_pour_1,Écart_Buts_contre,Écart_Buts_contre_5,Écart_Buts_contre_3,Écart_Buts_contre_1,Écart_Activité_att_5,Écart_Activité_att_3,Écart_Activité_att_1,Écart_Activité_def_5,Écart_Activité_def_3,Écart_Activité_def_1,Écart_Arrêts_5,Écart_Arrêts_3,Écart_Arrêts_1,Écart_Fautes_5,Écart_Fautes_3,Écart_Fautes_1,Écart_Passes_5,Écart_Passes_3,Écart_Passes_1,Écart_Tirs_5,Écart_Tirs_3,Écart_Tirs_1,[Résultat],[CLB_Buts],[ADV_Buts]
2163,0.0,4.0,4.0,3.0,1.0,1.0,0.0,14,-1,-1,1,2,-3,-2,-2,12,2,1,3,395.0,273.0,69.0,-656.0,-334.0,37.0,1.0,-6.0,-9.0,7.0,6.0,1.0,-11.0,-5.0,0.0,-9.0,-4.0,0.0,0.0,0,3
2164,1.0,4.0,4.0,3.0,0.0,0.0,1.0,29,1,1,6,6,-2,1,4,23,3,0,2,-98.0,-69.0,-9.0,62.0,68.0,53.0,-7.0,-3.0,-2.0,-1.0,-3.0,2.0,7.0,5.0,6.0,-20.0,-12.0,0.0,1.0,4,1
2165,0.0,4.0,4.0,-3.0,0.0,0.0,-1.0,-29,-1,-1,-6,-6,2,-1,-4,-23,-3,0,-2,98.0,69.0,9.0,-62.0,-68.0,-53.0,7.0,3.0,2.0,1.0,3.0,-2.0,-7.0,-5.0,-6.0,20.0,12.0,0.0,0.0,1,4
2166,1.0,5.0,5.0,0.0,-1.0,-1.0,-1.0,-7,-3,-3,-2,4,-2,-1,-1,-11,-1,-2,-1,136.0,9.0,-55.0,188.0,108.0,45.0,-2.0,-1.0,1.0,-6.0,-5.0,-3.0,22.0,15.0,1.0,-8.0,-14.0,-10.0,1.0,3,2
2167,0.0,5.0,5.0,0.0,1.0,1.0,1.0,7,3,3,2,-4,2,1,1,11,1,2,1,-136.0,-9.0,55.0,-188.0,-108.0,-45.0,2.0,1.0,-1.0,6.0,5.0,3.0,-22.0,-15.0,-1.0,8.0,14.0,10.0,0.0,2,3
2168,1.0,21.0,5.0,0.0,-1.0,-1.0,0.0,-26,-8,-4,-1,-4,-2,1,1,-22,-6,-5,-2,-75.0,-61.0,-40.0,78.0,26.0,-18.0,10.0,7.0,5.0,1.0,2.0,0.0,1.0,-1.0,-4.0,-11.0,-10.0,-5.0,1.0,2,0
2169,0.0,5.0,21.0,0.0,1.0,1.0,0.0,26,8,4,1,4,2,-1,-1,22,6,5,2,75.0,61.0,40.0,-78.0,-26.0,18.0,-10.0,-7.0,-5.0,-1.0,-2.0,0.0,-1.0,1.0,4.0,11.0,10.0,5.0,0.0,0,2
2170,1.0,3.0,7.0,-21.0,-4.0,-2.0,0.0,-99,-13,-8,1,-46,-3,-1,0,-53,-10,-7,1,56.0,-120.0,67.0,-44.0,-3.0,44.0,4.0,4.0,-5.0,-10.0,-7.0,-3.0,-4.0,-10.0,-3.0,6.0,6.0,16.0,0.0,2,4
2171,0.0,7.0,3.0,21.0,4.0,2.0,0.0,99,13,8,-1,46,3,1,0,53,10,7,-1,-56.0,120.0,-67.0,44.0,3.0,-44.0,-4.0,-4.0,5.0,10.0,7.0,3.0,4.0,10.0,3.0,-6.0,-6.0,-16.0,1.0,4,2
2172,1.0,28.0,21.0,2.0,-1.0,0.0,-1.0,-6,-3,0,-3,4,-3,-1,-2,-10,0,1,-1,401.0,325.0,114.0,-216.0,-356.0,-52.0,-3.0,0.0,3.0,-1.0,-6.0,-4.0,20.0,10.0,1.0,22.0,15.0,0.0,1.0,2,1
2173,0.0,21.0,28.0,-2.0,1.0,0.0,1.0,6,3,0,3,-4,3,1,2,10,0,-1,1,-401.0,-325.0,-114.0,216.0,356.0,52.0,3.0,0.0,-3.0,1.0,6.0,4.0,-20.0,-10.0,-1.0,-22.0,-15.0,0.0,0.0,1,2
2174,1.0,7.0,21.0,2.0,1.0,0.0,0.0,-11,1,-2,-1,4,0,0,0,-15,1,-2,-1,182.0,-29.0,-30.0,453.0,199.0,-62.0,3.0,2.0,3.0,-6.0,-1.0,-1.0,-6.0,-10.0,-2.0,-7.0,-9.0,-13.0,0.0,0,2
2175,0.0,21.0,7.0,-2.0,-1.0,0.0,0.0,11,-1,2,1,-4,0,0,0,15,-1,2,1,-182.0,29.0,30.0,-453.0,-199.0,62.0,-3.0,-2.0,-3.0,6.0,1.0,1.0,6.0,10.0,2.0,7.0,9.0,13.0,1.0,2,0
2176,1.0,21.0,7.0,-13.0,-3.0,-1.0,-1.0,-51,-21,-13,-8,-42,-15,-9,-5,-9,-6,-4,-3,-156.0,-105.0,-42.0,-906.0,-658.0,-219.0,21.0,10.0,7.0,-6.0,0.0,-1.0,-21.0,-23.0,-11.0,-6.0,-13.0,-6.0,0.0,1,4
2177,0.0,7.0,21.0,13.0,3.0,1.0,1.0,51,21,13,8,42,15,9,5,9,6,4,3,156.0,105.0,42.0,906.0,658.0,219.0,-21.0,-10.0,-7.0,6.0,0.0,1.0,21.0,23.0,11.0,6.0,13.0,6.0,1.0,4,1
2178,1.0,21.0,7.0,-2.0,-1.0,-2.0,-1.0,-18,-9,-12,-6,9,-2,-6,-2,-27,-7,-6,-4,64.0,-61.0,-116.0,129.0,28.0,12.0,3.0,2.0,3.0,2.0,1.0,1.0,26.0,1.0,6.0,-4.0,-7.0,0.0,0.0,1,2
2179,0.0,7.0,21.0,2.0,1.0,2.0,1.0,18,9,12,6,-9,2,6,2,27,7,6,4,-64.0,61.0,116.0,-129.0,-28.0,-12.0,-3.0,-2.0,-3.0,-2.0,-1.0,-1.0,-26.0,-1.0,-6.0,4.0,7.0,0.0,1.0,2,1
2180,1.0,7.0,7.0,1.0,0.0,0.0,0.0,14,1,-1,1,14,4,3,1,0,-3,-4,0,-62.0,-46.0,-44.0,8.0,-50.0,-143.0,1.0,8.0,3.0,-1.0,0.0,-1.0,1.0,-2.0,-2.0,-21.0,-20.0,-12.0,0.0,1,2
2181,0.0,7.0,7.0,-1.0,0.0,0.0,0.0,-14,-1,1,-1,-14,-4,-3,-1,0,3,4,0,62.0,46.0,44.0,-8.0,50.0,143.0,-1.0,-8.0,-3.0,1.0,0.0,1.0,-1.0,2.0,2.0,21.0,20.0,12.0,1.0,2,1
2182,1.0,6.0,6.0,-13.0,-5.0,-3.0,-1.0,-67,-19,-13,-5,-33,-9,-8,-3,-34,-10,-5,-2,-25.0,-54.0,-20.0,-565.0,-480.0,-102.0,17.0,10.0,4.0,3.0,3.0,0.0,-18.0,-21.0,-4.0,-13.0,0.0,0.0,0.0,1,2
2183,0.0,6.0,6.0,13.0,5.0,3.0,1.0,67,19,13,5,33,9,8,3,34,10,5,2,25.0,54.0,20.0,565.0,480.0,102.0,-17.0,-10.0,-4.0,-3.0,-3.0,0.0,18.0,21.0,4.0,13.0,0.0,0.0,1.0,2,1
2184,1.0,27.0,20.0,-2.0,0.0,0.0,0.0,13,-1,-2,-2,3,-2,-1,-1,10,1,-1,-1,381.0,304.0,38.0,39.0,26.0,-55.0,-6.0,-6.0,-3.0,-6.0,-4.0,1.0,-4.0,4.0,3.0,-22.0,-20.0,0.0,1.0,4,0
2185,0.0,20.0,27.0,2.0,0.0,0.0,0.0,-13,1,2,2,-3,2,1,1,-10,-1,1,1,-381.0,-304.0,-38.0,-39.0,-26.0,55.0,6.0,6.0,3.0,6.0,4.0,-1.0,4.0,-4.0,-3.0,22.0,20.0,0.0,0.0,0,4
2186,1.0,22.0,6.0,8.0,3.0,2.0,1.0,44,13,7,4,43,9,6,2,1,4,1,2,-190.0,-88.0,-14.0,-224.0,-274.0,-32.0,3.0,1.0,-2.0,2.0,4.0,-1.0,20.0,20.0,7.0,-12.0,-24.0,-5.0,1.0,2,1
2187,0.0,6.0,22.0,-8.0,-3.0,-2.0,-1.0,-44,-13,-7,-4,-43,-9,-6,-2,-1,-4,-1,-2,190.0,88.0,14.0,224.0,274.0,32.0,-3.0,-1.0,2.0,-2.0,-4.0,1.0,-20.0,-20.0,-7.0,12.0,24.0,5.0,0.0,1,2
2188,1.0,20.0,4.0,5.0,-1.0,0.0,0.0,17,0,2,0,9,3,3,0,8,-3,-1,0,436.0,230.0,58.0,-86.0,-136.0,122.0,11.0,12.0,0.0,-8.0,-1.0,0.0,11.0,3.0,6.0,-7.0,1.0,0.0,0.0,0,2
2189,0.0,4.0,20.0,-5.0,1.0,0.0,0.0,-17,0,-2,0,-9,-3,-3,0,-8,3,1,0,-436.0,-230.0,-58.0,86.0,136.0,-122.0,-11.0,-12.0,0.0,8.0,1.0,0.0,-11.0,-3.0,-6.0,7.0,-1.0,0.0,1.0,2,0
2190,1.0,5.0,22.0,3.0,2.0,2.0,1.0,8,7,7,2,11,7,4,0,-3,0,3,2,73.0,103.0,-37.0,553.0,234.0,51.0,-4.0,-4.0,3.0,-2.0,-4.0,-3.0,14.0,2.0,1.0,-8.0,-12.0,0.0,1.0,2,0
2191,0.0,22.0,5.0,-3.0,-2.0,-2.0,-1.0,-8,-7,-7,-2,-11,-7,-4,0,3,0,-3,-2,-73.0,-103.0,37.0,-553.0,-234.0,-51.0,4.0,4.0,-3.0,2.0,4.0,3.0,-14.0,-2.0,-1.0,8.0,12.0,0.0,0.0,0,2
2192,1.0,7.0,7.0,3.0,1.0,0.0,0.0,25,10,3,0,27,7,1,1,-2,3,2,-1,-341.0,-206.0,-38.0,289.0,286.0,107.0,-4.0,1.0,0.0,-4.0,-4.0,-2.0,-18.0,-11.0,0.0,9.0,-15.0,-11.0,0.0,2,3
2193,0.0,7.0,7.0,-3.0,-1.0,0.0,0.0,-25,-10,-3,0,-27,-7,-1,-1,2,-3,-2,1,341.0,206.0,38.0,-289.0,-286.0,-107.0,4.0,-1.0,0.0,4.0,4.0,2.0,18.0,11.0,0.0,-9.0,15.0,11.0,1.0,3,2
2194,1.0,6.0,6.0,3.0,1.0,1.0,1.0,3,0,1,3,7,4,4,2,-4,-4,-3,1,-147.0,-9.0,16.0,-253.0,-217.0,-44.0,-11.0,-11.0,0.0,1.0,0.0,-1.0,17.0,5.0,-1.0,-17.0,1.0,1.0,1.0,4,0
2195,0.0,6.0,6.0,-3.0,-1.0,-1.0,-1.0,-3,0,-1,-3,-7,-4,-4,-2,4,4,3,-1,147.0,9.0,-16.0,253.0,217.0,44.0,11.0,11.0,0.0,-1.0,0.0,1.0,-17.0,-5.0,1.0,17.0,-1.0,-1.0,0.0,0,4
2196,1.0,6.0,7.0,-3.0,-1.0,-1.0,0.0,1,0,0,0,-9,-5,-2,-1,10,5,2,1,410.0,292.0,62.0,-331.0,-268.0,-17.0,8.0,12.0,1.0,-12.0,-7.0,-4.0,7.0,3.0,6.0,-13.0,-9.0,-11.0,0.0,0,1
2197,0.0,7.0,6.0,3.0,1.0,1.0,0.0,-1,0,0,0,9,5,2,1,-10,-5,-2,-1,-410.0,-292.0,-62.0,331.0,268.0,17.0,-8.0,-12.0,-1.0,12.0,7.0,4.0,-7.0,-3.0,-6.0,13.0,9.0,11.0,1.0,1,0
2198,1.0,6.0,6.0,2.0,1.0,0.0,0.0,11,3,-1,0,6,2,0,1,5,1,-1,-1,-223.0,-282.0,-137.0,101.0,72.0,-30.0,-5.0,-1.0,3.0,0.0,-2.0,1.0,-19.0,-7.0,2.0,-14.0,-7.0,-15.0,1.0,2,1
2199,0.0,6.0,6.0,-2.0,-1.0,0.0,0.0,-11,-3,1,0,-6,-2,0,-1,-5,-1,1,1,223.0,282.0,137.0,-101.0,-72.0,30.0,5.0,1.0,-3.0,0.0,2.0,-1.0,19.0,7.0,-2.0,14.0,7.0,15.0,0.0,1,2
2200,1.0,6.0,6.0,-1.0,1.0,2.0,1.0,8,3,6,3,0,1,1,0,8,2,5,3,-21.0,147.0,-26.0,203.0,146.0,2.0,4.0,0.0,0.0,5.0,0.0,-1.0,-12.0,-12.0,-6.0,0.0,0.0,-9.0,1.0,3,0
2201,0.0,6.0,6.0,1.0,-1.0,-2.0,-1.0,-8,-3,-6,-3,0,-1,-1,0,-8,-2,-5,-3,21.0,-147.0,26.0,-203.0,-146.0,-2.0,-4.0,0.0,0.0,-5.0,0.0,1.0,12.0,12.0,6.0,0.0,0.0,9.0,0.0,0,3
2202,1.0,20.0,6.0,12.0,3.0,2.0,1.0,67,16,7,3,40,9,3,2,27,7,4,1,765.0,487.0,152.0,349.0,282.0,49.0,0.0,-1.0,3.0,1.0,4.0,1.0,30.0,14.0,7.0,18.0,8.0,6.0,1.0,3,1
2203,0.0,6.0,20.0,-12.0,-3.0,-2.0,-1.0,-67,-16,-7,-3,-40,-9,-3,-2,-27,-7,-4,-1,-765.0,-487.0,-152.0,-349.0,-282.0,-49.0,0.0,1.0,-3.0,-1.0,-4.0,-1.0,-30.0,-14.0,-7.0,-18.0,-8.0,-6.0,0.0,1,3
2204,1.0,23.0,8.0,0.0,1.0,2.0,1.0,23,2,7,4,-1,1,2,2,24,1,5,2,-185.0,75.0,68.0,-454.0,-149.0,-17.0,-2.0,0.0,-1.0,-10.0,-7.0,-1.0,-13.0,-6.0,1.0,-21.0,-11.0,-4.0,1.0,2,1
2205,0.0,8.0,23.0,0.0,-1.0,-2.0,-1.0,-23,-2,-7,-4,1,-1,-2,-2,-24,-1,-5,-2,185.0,-75.0,-68.0,454.0,149.0,17.0,2.0,0.0,1.0,10.0,7.0,1.0,13.0,6.0,-1.0,21.0,11.0,4.0,0.0,1,2
2206,1.0,4.0,8.0,-6.0,-2.0,-1.0,0.0,-22,-7,-4,0,-13,-2,-1,1,-9,-5,-3,-1,709.0,496.0,233.0,-319.0,-80.0,-19.0,5.0,4.0,0.0,2.0,4.0,2.0,-31.0,-31.0,-15.0,-26.0,-12.0,-13.0,1.0,1,0
2207,0.0,8.0,4.0,6.0,2.0,1.0,0.0,22,7,4,0,13,2,1,-1,9,5,3,1,-709.0,-496.0,-233.0,319.0,80.0,19.0,-5.0,-4.0,0.0,-2.0,-4.0,-2.0,31.0,31.0,15.0,26.0,12.0,13.0,0.0,0,1
2208,1.0,21.0,8.0,16.0,2.0,1.0,0.0,65,9,5,0,40,7,4,-1,25,2,1,1,576.0,399.0,136.0,716.0,414.0,125.0,-9.0,-4.0,-2.0,-1.0,-1.0,-2.0,34.0,24.0,11.0,46.0,23.0,2.0,1.0,2,1
2209,0.0,8.0,21.0,-16.0,-2.0,-1.0,0.0,-65,-9,-5,0,-40,-7,-4,1,-25,-2,-1,-1,-576.0,-399.0,-136.0,-716.0,-414.0,-125.0,9.0,4.0,2.0,1.0,1.0,2.0,-34.0,-24.0,-11.0,-46.0,-23.0,-2.0,0.0,1,2
2210,1.0,4.0,28.0,-4.0,-1.0,-1.0,0.0,-21,-5,-7,-2,-8,2,-1,1,-13,-7,-6,-3,211.0,27.0,-56.0,66.0,103.0,4.0,-1.0,3.0,-3.0,-4.0,-4.0,-3.0,-13.0,-1.0,0.0,10.0,-7.0,-7.0,1.0,1,0
2211,0.0,28.0,4.0,4.0,1.0,1.0,0.0,21,5,7,2,8,-2,1,-1,13,7,6,3,-211.0,-27.0,56.0,-66.0,-103.0,-4.0,1.0,-3.0,3.0,4.0,4.0,3.0,13.0,1.0,0.0,-10.0,7.0,7.0,0.0,0,1
2212,1.0,4.0,5.0,-2.0,1.0,-1.0,0.0,-15,1,-7,-2,-1,-1,-3,-1,-14,2,-4,-1,455.0,97.0,1.0,-310.0,-107.0,-31.0,11.0,15.0,13.0,3.0,-1.0,-1.0,2.0,3.0,4.0,-2.0,-5.0,0.0,1.0,1,0
2213,0.0,5.0,4.0,2.0,-1.0,1.0,0.0,15,-1,7,2,1,1,3,1,14,-2,4,1,-455.0,-97.0,-1.0,310.0,107.0,31.0,-11.0,-15.0,-13.0,-3.0,1.0,1.0,-2.0,-3.0,-4.0,2.0,5.0,0.0,0.0,0,1
2214,1.0,7.0,8.0,10.0,2.0,2.0,1.0,37,13,13,6,32,4,7,3,5,9,6,3,-46.0,-52.0,5.0,106.0,1.0,133.0,12.0,7.0,0.0,-2.0,0.0,0.0,26.0,22.0,13.0,23.0,22.0,18.0,1.0,3,2
2215,0.0,8.0,7.0,-10.0,-2.0,-2.0,-1.0,-37,-13,-13,-6,-32,-4,-7,-3,-5,-9,-6,-3,46.0,52.0,-5.0,-106.0,-1.0,-133.0,-12.0,-7.0,0.0,2.0,0.0,0.0,-26.0,-22.0,-13.0,-23.0,-22.0,-18.0,0.0,2,3
2216,1.0,8.0,23.0,2.0,-1.0,-1.0,-1.0,20,-6,-7,-7,19,-1,-2,-2,1,-5,-5,-5,144.0,20.0,-64.0,63.0,-49.0,-82.0,11.0,4.0,1.0,-7.0,-5.0,0.0,26.0,19.0,7.0,23.0,22.0,0.0,1.0,3,0
2217,0.0,23.0,8.0,-2.0,1.0,1.0,1.0,-20,6,7,7,-19,1,2,2,-1,5,5,5,-144.0,-20.0,64.0,-63.0,49.0,82.0,-11.0,-4.0,-1.0,7.0,5.0,0.0,-26.0,-19.0,-7.0,-23.0,-22.0,0.0,0.0,0,3
2218,1.0,29.0,7.0,-12.0,-2.0,-3.0,-1.0,-57,-10,-11,-7,-29,-3,-6,-2,-28,-7,-5,-5,-585.0,-358.0,-196.0,-421.0,-172.0,-109.0,12.0,9.0,0.0,0.0,-1.0,-2.0,-16.0,-4.0,-10.0,-30.0,-24.0,-19.0,0.0,0,5
2219,0.0,7.0,29.0,12.0,2.0,3.0,1.0,57,10,11,7,29,3,6,2,28,7,5,5,585.0,358.0,196.0,421.0,172.0,109.0,-12.0,-9.0,0.0,0.0,1.0,2.0,16.0,4.0,10.0,30.0,24.0,19.0,1.0,5,0
2220,1.0,5.0,8.0,-7.0,-3.0,-2.0,-1.0,-42,-13,-11,-6,-31,-10,-8,-6,-11,-3,-3,0,-65.0,7.0,-7.0,596.0,193.0,101.0,3.0,5.0,1.0,-2.0,-2.0,-1.0,-24.0,-17.0,-19.0,-33.0,-4.0,-9.0,0.0,1,2
2221,0.0,8.0,5.0,7.0,3.0,2.0,1.0,42,13,11,6,31,10,8,6,11,3,3,0,65.0,-7.0,7.0,-596.0,-193.0,-101.0,-3.0,-5.0,-1.0,2.0,2.0,1.0,24.0,17.0,19.0,33.0,4.0,9.0,1.0,2,1
2222,1.0,22.0,21.0,-3.0,-1.0,-1.0,0.0,-2,4,-2,2,9,-1,-3,-2,-11,5,1,4,8.0,-11.0,9.0,419.0,224.0,126.0,-15.0,-8.0,-5.0,-6.0,-7.0,-2.0,20.0,6.0,-1.0,12.0,10.0,4.0,1.0,5,0
2223,0.0,21.0,22.0,3.0,1.0,1.0,0.0,2,-4,2,-2,-9,1,3,2,11,-5,-1,-4,-8.0,11.0,-9.0,-419.0,-224.0,-126.0,15.0,8.0,5.0,6.0,7.0,2.0,-20.0,-6.0,1.0,-12.0,-10.0,-4.0,0.0,0,5
2224,1.0,7.0,22.0,11.0,2.0,1.0,1.0,35,9,6,4,37,4,3,1,-2,5,3,3,-23.0,-16.0,25.0,49.0,183.0,114.0,-1.0,-1.0,0.0,2.0,0.0,0.0,19.0,12.0,7.0,4.0,-12.0,0.0,1.0,1,0
2225,0.0,22.0,7.0,-11.0,-2.0,-1.0,-1.0,-35,-9,-6,-4,-37,-4,-3,-1,2,-5,-3,-3,23.0,16.0,-25.0,-49.0,-183.0,-114.0,1.0,1.0,0.0,-2.0,0.0,0.0,-19.0,-12.0,-7.0,-4.0,12.0,0.0,0.0,0,1
2226,1.0,9.0,22.0,1.0,0.0,0.0,1.0,-6,2,0,3,0,3,2,3,-6,-1,-2,0,165.0,109.0,91.0,-323.0,-97.0,-72.0,-3.0,0.0,0.0,7.0,5.0,3.0,32.0,19.0,9.0,30.0,22.0,7.0,0.0,1,4
2227,0.0,22.0,9.0,-1.0,0.0,0.0,-1.0,6,-2,0,-3,0,-3,-2,-3,6,1,2,0,-165.0,-109.0,-91.0,323.0,97.0,72.0,3.0,0.0,0.0,-7.0,-5.0,-3.0,-32.0,-19.0,-9.0,-30.0,-22.0,-7.0,1.0,4,1
2228,1.0,8.0,22.0,6.0,0.0,1.0,0.0,10,2,4,1,18,0,2,0,-8,2,2,1,79.0,50.0,48.0,60.0,-15.0,-30.0,-12.0,-8.0,-5.0,5.0,3.0,1.0,3.0,1.0,-4.0,8.0,4.0,0.0,0.0,1,3
2229,0.0,22.0,8.0,-6.0,0.0,-1.0,0.0,-10,-2,-4,-1,-18,0,-2,0,8,-2,-2,-1,-79.0,-50.0,-48.0,-60.0,15.0,30.0,12.0,8.0,5.0,-5.0,-3.0,-1.0,-3.0,-1.0,4.0,-8.0,-4.0,0.0,1.0,3,1
2230,1.0,5.0,6.0,-2.0,-1.0,-2.0,-1.0,-6,-9,-12,-7,-8,-1,-1,-2,2,-8,-11,-5,-323.0,-165.0,-86.0,-388.0,-278.0,46.0,8.0,5.0,0.0,6.0,4.0,-3.0,-23.0,-13.0,-8.0,-5.0,-14.0,-12.0,0.0,0,1
2231,0.0,6.0,5.0,2.0,1.0,2.0,1.0,6,9,12,7,8,1,1,2,-2,8,11,5,323.0,165.0,86.0,388.0,278.0,-46.0,-8.0,-5.0,0.0,-6.0,-4.0,3.0,23.0,13.0,8.0,5.0,14.0,12.0,1.0,1,0
2232,1.0,6.0,13.0,-13.0,-2.0,-1.0,0.0,-44,-8,-5,1,-33,-5,-2,1,-11,-3,-3,0,-460.0,-224.0,-72.0,-155.0,-198.0,-42.0,0.0,0.0,0.0,1.0,-3.0,1.0,-4.0,-14.0,-8.0,-41.0,-36.0,-14.0,0.0,2,3
2233,0.0,13.0,6.0,13.0,2.0,1.0,0.0,44,8,5,-1,33,5,2,-1,11,3,3,0,460.0,224.0,72.0,155.0,198.0,42.0,0.0,0.0,0.0,-1.0,3.0,-1.0,4.0,14.0,8.0,41.0,36.0,14.0,1.0,3,2
2234,1.0,6.0,6.0,-2.0,1.0,0.0,0.0,-14,-2,-1,0,-14,1,0,-1,0,-3,-1,1,271.0,124.0,34.0,-563.0,-142.0,-26.0,-1.0,-3.0,2.0,8.0,10.0,3.0,-13.0,-7.0,2.0,-13.0,-10.0,-7.0,1.0,2,1
2235,0.0,6.0,6.0,2.0,-1.0,0.0,0.0,14,2,1,0,14,-1,0,1,0,3,1,-1,-271.0,-124.0,-34.0,563.0,142.0,26.0,1.0,3.0,-2.0,-8.0,-10.0,-3.0,13.0,7.0,-2.0,13.0,10.0,7.0,0.0,1,2
2236,1.0,7.0,14.0,3.0,0.0,0.0,0.0,27,5,5,5,-1,-2,0,1,28,7,5,4,-201.0,-97.0,-13.0,132.0,25.0,-70.0,6.0,-4.0,-4.0,6.0,4.0,2.0,-13.0,-8.0,-3.0,-12.0,-8.0,0.0,1.0,2,1
2237,0.0,14.0,7.0,-3.0,0.0,0.0,0.0,-27,-5,-5,-5,1,2,0,-1,-28,-7,-5,-4,201.0,97.0,13.0,-132.0,-25.0,70.0,-6.0,4.0,4.0,-6.0,-4.0,-2.0,13.0,8.0,3.0,12.0,8.0,0.0,0.0,1,2
2238,1.0,14.0,28.0,7.0,4.0,3.0,1.0,36,21,19,7,21,15,10,5,15,6,9,2,81.0,84.0,50.0,-471.0,-184.0,-130.0,-9.0,-10.0,-6.0,3.0,-1.0,-2.0,22.0,16.0,-2.0,34.0,21.0,7.0,1.0,2,0
2239,0.0,28.0,14.0,-7.0,-4.0,-3.0,-1.0,-36,-21,-19,-7,-21,-15,-10,-5,-15,-6,-9,-2,-81.0,-84.0,-50.0,471.0,184.0,130.0,9.0,10.0,6.0,-3.0,1.0,2.0,-22.0,-16.0,2.0,-34.0,-21.0,-7.0,0.0,0,2
2240,1.0,5.0,13.0,0.0,1.0,1.0,1.0,8,1,2,4,6,1,0,3,2,0,2,1,225.0,156.0,42.0,-296.0,-137.0,-93.0,-4.0,-2.0,-3.0,-3.0,-3.0,0.0,-10.0,-2.0,13.0,-2.0,1.0,0.0,1.0,4,1
2241,0.0,13.0,5.0,0.0,-1.0,-1.0,-1.0,-8,-1,-2,-4,-6,-1,0,-3,-2,0,-2,-1,-225.0,-156.0,-42.0,296.0,137.0,93.0,4.0,2.0,3.0,3.0,3.0,0.0,10.0,2.0,-13.0,2.0,-1.0,0.0,0.0,1,4
2242,1.0,14.0,14.0,-2.0,-2.0,-1.0,0.0,-8,-2,-2,1,-1,-3,-2,1,-7,1,0,0,-207.0,-235.0,-125.0,11.0,116.0,-81.0,7.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,-3.0,-51.0,-33.0,-7.0,1.0,3,2
2243,0.0,14.0,14.0,2.0,2.0,1.0,0.0,8,2,2,-1,1,3,2,-1,7,-1,0,0,207.0,235.0,125.0,-11.0,-116.0,81.0,-7.0,-4.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,3.0,51.0,33.0,7.0,0.0,2,3
2244,1.0,14.0,7.0,-3.0,0.0,0.0,0.0,-18,4,4,0,-16,0,-1,-1,-2,4,5,1,13.0,107.0,82.0,-289.0,-154.0,-101.0,2.0,0.0,0.0,-6.0,-3.0,-1.0,-17.0,3.0,-2.0,-19.0,-5.0,-10.0,1.0,1,0
2245,0.0,7.0,14.0,3.0,0.0,0.0,0.0,18,-4,-4,0,16,0,1,1,2,-4,-5,-1,-13.0,-107.0,-82.0,289.0,154.0,101.0,-2.0,0.0,0.0,6.0,3.0,1.0,17.0,-3.0,2.0,19.0,5.0,10.0,0.0,0,1
2246,1.0,7.0,7.0,2.0,2.0,1.0,1.0,2,6,1,2,-14,0,0,1,16,6,1,1,217.0,136.0,25.0,0.0,-162.0,-117.0,3.0,6.0,4.0,3.0,-2.0,-2.0,-10.0,-11.0,-6.0,15.0,-6.0,-6.0,1.0,2,1
2247,0.0,7.0,7.0,-2.0,-2.0,-1.0,-1.0,-2,-6,-1,-2,14,0,0,-1,-16,-6,-1,-1,-217.0,-136.0,-25.0,0.0,162.0,117.0,-3.0,-6.0,-4.0,-3.0,2.0,2.0,10.0,11.0,6.0,-15.0,6.0,6.0,0.0,1,2
2248,1.0,7.0,6.0,3.0,0.0,0.0,0.0,30,4,2,1,12,5,2,2,18,-1,0,-1,581.0,281.0,151.0,395.0,247.0,105.0,-11.0,-6.0,-7.0,1.0,1.0,-2.0,10.0,10.0,7.0,13.0,-5.0,1.0,1.0,2,1
2249,0.0,6.0,7.0,-3.0,0.0,0.0,0.0,-30,-4,-2,-1,-12,-5,-2,-2,-18,1,0,1,-581.0,-281.0,-151.0,-395.0,-247.0,-105.0,11.0,6.0,7.0,-1.0,-1.0,2.0,-10.0,-10.0,-7.0,-13.0,5.0,-1.0,0.0,1,2
2250,1.0,6.0,7.0,8.0,1.0,1.0,0.0,38,5,6,2,32,4,6,2,6,1,0,0,311.0,103.0,-31.0,268.0,34.0,60.0,-1.0,3.0,-1.0,-2.0,-1.0,0.0,25.0,19.0,6.0,34.0,2.0,-8.0,1.0,3,0
2251,0.0,7.0,6.0,-8.0,-1.0,-1.0,0.0,-38,-5,-6,-2,-32,-4,-6,-2,-6,-1,0,0,-311.0,-103.0,31.0,-268.0,-34.0,-60.0,1.0,-3.0,1.0,2.0,1.0,0.0,-25.0,-19.0,-6.0,-34.0,-2.0,8.0,0.0,0,3
2252,1.0,11.0,6.0,2.0,0.0,0.0,0.0,20,2,3,0,-2,-2,0,1,22,4,3,-1,-350.0,-187.0,-104.0,-99.0,-145.0,88.0,4.0,5.0,2.0,-2.0,4.0,2.0,14.0,0.0,3.0,-1.0,7.0,-1.0,1.0,1,0
